Cliente;Grupo de Cliente;Country;Proyecto;Producto;SearchName;ProductLine;BusinessUnit;ProductGroupId;Grupo de Producto;LINENUM;SALESQTY;SALESPRICE;SALESUNIT;Unidad Monetaria;Monto;DATE;Sede de la empresa a la que se le pidio el producto
C0825;Cliente;USA;PJ-22-4039;34858;RK100SPC;RK100;Venta;FG-GEN;GENERADORES;1;1;39000;pcs;USD;39000;22:39.0;Sede1
C9711;Cliente;USA;PJ-21-2109;12025;RK130STDUL;RK130;Venta;FG-GEN;GENERADORES;1;1;30000;pcs;USD;30000;38:44.0;Sede1
C010580;Cliente;PRI;PJ-21-3345;12050;RK200STDUL;RK200;Venta;FG-GEN;GENERADORES;1;1;39000;pcs;USD;39000;49:12.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;2;2;1700;pcs;USD;3400;04:29.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;28:17.0;Sede1
C9923;Cliente;USA;PJ-21-2394;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;6;1;1500;pcs;USD;1500;46:18.0;Sede1
C9262;Cliente;USA;PJ-21-1024;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;4;1;1500;pcs;USD;1500;20:28.0;Sede1
C8865;Cliente;USA;PJ-21-1423;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;4;1;1450;pcs;USD;1450;52:15.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;4;-1;1700;pcs;USD;-1700;59:18.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;3;-1;1700;pcs;USD;-1700;57:32.0;Sede1
C012491;Cliente;USA;PJ-22-1913;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;3;1;1700;pcs;USD;1700;47:58.0;Sede1
C012410;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;1000;pcs;USD;1000;49:04.0;Sede1
C3909;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;2;1;1000;pcs;USD;1000;52:42.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;2;2;1700;pcs;USD;3400;24:29.0;Sede1
C0961;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;1000;pcs;USD;1000;21:25.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;59:50.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;-1;900;pcs;USD;-900;58:54.0;Sede1
C015444;Cliente;USA;PJ-22-4149;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;6;1;2000;pcs;USD;2000;45:29.0;Sede1
C015444;Cliente;USA;PJ-22-4149;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;5;-1;2000;pcs;USD;-2000;45:03.0;Sede1
C015255;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;1700;pcs;USD;1700;30:37.0;Sede1
C015711;Government;USA;PJ-23-0133;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;51:57.0;Sede1
C015444;Cliente;USA;PJ-22-4149;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;2;1;2000;pcs;USD;2000;25:30.0;Sede1
C014594;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;20:44.0;Sede1
C0961;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;850;pcs;USD;850;21:08.0;Sede1
C012333;Cliente;USA;PJ-22-1718-01;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;-1;850;pcs;USD;-850;51:18.0;Sede1
C1935;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;2000;pcs;USD;2000;24:43.0;Sede1
C1935;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;2000;pcs;USD;2000;07:02.0;Sede1
C0961;Cliente;USA;NULL;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;1;1;850;pcs;USD;850;36:22.0;Sede1
C012491;Cliente;USA;PJ-22-1913;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;5;1;1700;pcs;USD;1700;15:37.0;Sede1
C012491;Cliente;USA;PJ-22-1913;11155;ATS STD 200;ATS200;Venta;FG-ATS;ATS;4;-1;1700;pcs;USD;-1700;14:17.0;Sede1
C5044;Cliente;USA;PJ-22-3877;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;51:59.0;Sede1
C0281;Cliente;USA;PJ-21-1283;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;6;1;0;pcs;USD;0;09:15.0;Sede1
C8780;Cliente;USA;PJ-21-1256;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;03:25.0;Sede1
C8752;Cliente;USA;PJ-21-1218;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;02:26.0;Sede1
C8713;Cliente;USA;PJ-21-1149;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;54:09.0;Sede1
C8916;Cliente;USA;PJ-21-1493;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;35:00.0;Sede1
C8919;Cliente;USA;PJ-21-1501;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;45:54.0;Sede1
C8896;Cliente;USA;PJ-21-1465;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;45:44.0;Sede1
C9988;Cliente;NULL;PJ-21-2408;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;38:48.0;Sede1
C9975;Cliente;USA;PJ-21-2345;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;36:59.0;Sede1
C9941;Cliente;USA;PJ-21-2346;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;01:43.0;Sede1
C8872;Cliente;USA;PJ-21-1449;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;10;1;0;pcs;USD;0;55:14.0;Sede1
C3087;Cliente;USA;PJ-21-1381;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;28:15.0;Sede1
C8833;Cliente;USA;PJ-21-1379;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;28:12.0;Sede1
C8803;Cliente;USA;PJ-21-1313;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18:36.0;Sede1
C9941;Cliente;USA;PJ-21-2346;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;9;-1;550;pcs;USD;-550;17:12.0;Sede1
C9941;Cliente;USA;PJ-21-2346;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;01:53.0;Sede1
C9988;Cliente;NULL;PJ-21-2408;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;08:49.0;Sede1
C9988;Cliente;NULL;PJ-21-2408;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;750;pcs;USD;-750;07:33.0;Sede1
C010894;Cliente;USA;PJ-21-3826;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;45:33.0;Sede1
C8919;Cliente;USA;PJ-21-1501;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;56:14.0;Sede1
C010598;Cliente;USA;PJ-21-3742;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;13:17.0;Sede1
C010211;Cliente;USA;PJ-21-2627;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;19:15.0;Sede1
C010779;Cliente;USA;PJ-21-3629;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;30:41.0;Sede1
C8872;Cliente;USA;PJ-21-1449;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;05:01.0;Sede1
C9237;Cliente;USA;PJ-21-1700;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;6;1;0;pcs;USD;0;07:23.0;Sede1
C9831;Cliente;USA;PJ-21-2287;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;6;1;0;pcs;USD;0;00:56.0;Sede1
C010717;Cliente;NULL;PJ-21-3585;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;30:31.0;Sede1
C9483;Cliente;USA;PJ-21-3361;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;20:51.0;Sede1
C9483;Cliente;USA;PJ-21-3361;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;17:50.0;Sede1
C010703;Cliente;USA;PJ-21-3516;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;38:24.0;Sede1
C8919;Cliente;USA;PJ-21-1501;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;33:39.0;Sede1
C8919;Cliente;USA;PJ-21-1501;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;32:57.0;Sede1
C9790;Cliente;NULL;PJ-21-3365;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;06:36.0;Sede1
C9483;Cliente;USA;PJ-21-3361;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;45:49.0;Sede1
C010522;Cliente;NULL;PJ-21-3307;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;58:02.0;Sede1
C8957;Cliente;USA;PJ-21-1556;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;35:11.0;Sede1
C014471;Cliente;USA;PJ-22-3339;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;12:26.0;Sede1
C012801;Cliente;USA;NULL;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;3;1;750;pcs;USD;750;00:52.0;Sede1
C014086;Cliente;USA;PJ-22-3175;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;54:21.0;Sede1
C013917;Cliente;USA;PJ-22-3062;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;18:40.0;Sede1
C013864;Cliente;USA;PJ-22-3020;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;15:04.0;Sede1
C013821;Cliente;USA;PJ-22-3006;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;36:11.0;Sede1
C013780;Cliente;USA;PJ-22-2978;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;3;1;0;pcs;USD;0;18:55.0;Sede1
C013483;Cliente;USA;PJ-22-2766;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;31:00.0;Sede1
C013470;Cliente;USA;PJ-22-2738;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;48:52.0;Sede1
C013470;Cliente;USA;PJ-22-2737;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;47:17.0;Sede1
C013079;Cliente;USA;PJ-22-2400;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;39:24.0;Sede1
C013035;Cliente;USA;PJ-22-2350;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;44:56.0;Sede1
C011913;Cliente;USA;PJ-22-1514;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;3;1;0;pcs;USD;0;22:32.0;Sede1
C011913;Cliente;USA;PJ-22-1514;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;-1;0;pcs;USD;0;17:57.0;Sede1
C012960;Cliente;USA;PJ-22-2299;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;33:22.0;Sede1
C012350;Cliente;USA;PJ-22-1895;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;1;750;pcs;USD;750;36:55.0;Sede1
C012350;Cliente;USA;PJ-22-1895;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;-1;750;pcs;USD;-750;33:42.0;Sede1
C012350;Cliente;USA;PJ-22-1895;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;32:06.0;Sede1
C012422;Cliente;USA;PJ-22-1855;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;54:58.0;Sede1
C012372;Cliente;USA;PJ-22-1776;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;59:43.0;Sede1
C012294;Cliente;USA;PJ-22-1634;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;30:43.0;Sede1
C011913;Cliente;USA;PJ-22-1514;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2.75;1;0;pcs;USD;0;54:46.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;3;2;0;pcs;USD;0;15:08.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;-1;850;pcs;USD;-850;14:14.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;850;pcs;USD;-850;13:40.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;3;-1;850;pcs;USD;-850;11:09.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;08:04.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;2;850;pcs;USD;1700;04:02.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;-1;850;pcs;USD;-850;01:58.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;850;pcs;USD;-850;01:07.0;Sede1
C8713;Cliente;USA;PJ-21-1149;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;00:04.0;Sede1
C8713;Cliente;USA;PJ-21-1149;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;54:32.0;Sede1
C012045;Cliente;USA;PJ-22-1316;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;59:45.0;Sede1
C012009;Cliente;USA;PJ-22-1268;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;2;850;pcs;USD;1700;17:34.0;Sede1
C012009;Cliente;USA;PJ-22-1267;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;14:42.0;Sede1
C8943;Cliente;USA;PJ-22-1266;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;12:22.0;Sede1
C011875;Cliente;USA;PJ-22-1147;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;30:08.0;Sede1
C011744;Cliente;USA;PJ-22-1068;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;2;750;pcs;USD;1500;55:51.0;Sede1
C010717;Cliente;NULL;PJ-21-3585;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;27:05.0;Sede1
C010717;Cliente;NULL;PJ-21-3585;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;24:40.0;Sede1
C3087;Cliente;USA;PJ-21-4006;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;15:41.0;Sede1
C8833;Cliente;USA;PJ-21-4004;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;15:36.0;Sede1
C011130;Cliente;USA;PJ-22-0073;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;54:50.0;Sede1
C016654;Cliente;USA;PJ-23-0973;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;14:05.0;Sede1
C016531;Cliente;USA;PJ-23-0874;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2.5;1;0;pcs;USD;0;13:42.0;Sede1
C016375;Cliente;USA;PJ-23-0736;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;21:59.0;Sede1
C013725;Cliente;USA;PJ-23-0673;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;56:55.0;Sede1
C016253;Cliente;USA;PJ-23-0604;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;11:20.0;Sede1
C016121;Cliente;USA;PJ-23-0495;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;58:15.0;Sede1
C015804;Cliente;USA;PJ-23-0286;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;36:19.0;Sede1
C015605;Cliente;USA;PJ-23-0060;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;04:12.0;Sede1
C015576;Cliente;USA;PJ-23-0040;11152;ATS STD 100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;07:12.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;1;1;4500;pcs;USD;4500;58:07.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;1;-1;4500;pcs;USD;-4500;57:26.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;3;1;4500;pcs;USD;4500;33:08.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;2;-1;4500;pcs;USD;-4500;29:03.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;2;1;4500;pcs;USD;4500;34:48.0;Sede1
C016168;Cliente;USA;PJ-23-0543;11159;ATS STD 600;ATS600;Venta;FG-ATS;ATS;2;1;5000;pcs;USD;5000;46:40.0;Sede1
C8710;Cliente;USA;PJ-21-1134;13874;ATS SPC 800 ABB;ATS800;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;53:50.0;Sede1
C0068;Cliente;USA;PJ-23-0841;13874;ATS SPC 800 ABB;ATS800;Venta;FG-ATS;ATS;2;1;9000;pcs;USD;9000;35:40.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;31500;pcs;USD;31500;24:29.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;33000;pcs;USD;33000;01:29.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;-1;33000;pcs;USD;-33000;00:45.0;Sede1
C8941;Cliente;USA;PJ-21-1537;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;4;1;33000;pcs;USD;33000;28:49.0;Sede1
C8940;Cliente;USA;PJ-21-1536;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;2;1;33000;pcs;USD;33000;07:06.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;31500;pcs;USD;31500;04:28.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;5;-1;31500;pcs;USD;-31500;01:27.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;10;1;31500;pcs;USD;31500;08:11.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;9;-1;31500;pcs;USD;-31500;06:11.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;8;1;31500;pcs;USD;31500;18:55.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;7;-1;31500;pcs;USD;-31500;17:02.0;Sede1
C2653;Cliente;USA;PJ-21-3996;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;6;1;31500;pcs;USD;31500;12:33.0;Sede1
C015059;Cliente;USA;PJ-22-3839;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;29000;pcs;USD;29000;28:31.0;Sede1
C010984;Cliente;USA;PJ-21-3929;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;24500;pcs;USD;24500;59:43.0;Sede1
C8871;Cliente;USA;PJ-21-1458;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;8;1;24500;pcs;USD;24500;00:15.0;Sede1
C8871;Cliente;USA;PJ-21-1458;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;7;-1;24500;pcs;USD;-24500;54:24.0;Sede1
C8871;Cliente;USA;PJ-21-1458;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;2;1;24500;pcs;USD;24500;55:31.0;Sede1
C0713;Cliente;USA;PJ-19-1321;11800;ATS STD 1600;ATS1600;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;07:49.0;Sede1
C015711;Government;USA;PJ-23-0135;11800;ATS STD 1600;ATS1600;Venta;FG-ATS;ATS;1.625;1;0;pcs;USD;0;04:10.0;Sede1
C015711;Government;USA;PJ-23-0132;11800;ATS STD 1600;ATS1600;Venta;FG-ATS;ATS;1.625;1;0;pcs;USD;0;49:37.0;Sede1
C0825;Cliente;USA;PJ-22-4024;34848;RK130SPC;RK130;Venta;FG-GEN;GENERADORES;1;1;44000;pcs;USD;44000;57:29.0;Sede1
C0825;Cliente;USA;PJ-22-4021;34848;RK130SPC;RK130;Venta;FG-GEN;GENERADORES;1;1;44000;pcs;USD;44000;07:04.0;Sede1
C0825;Cliente;USA;PJ-22-4020;34848;RK130SPC;RK130;Venta;FG-GEN;GENERADORES;1;1;44000;pcs;USD;44000;05:40.0;Sede1
C0825;Cliente;USA;PJ-22-4019;34848;RK130SPC;RK130;Venta;FG-GEN;GENERADORES;1;1;48000;pcs;USD;48000;02:30.0;Sede1
C0825;Cliente;USA;PJ-22-4018;34848;RK130SPC;RK130;Venta;FG-GEN;GENERADORES;1;1;48000;pcs;USD;48000;00:52.0;Sede1
C0825;Cliente;USA;PJ-22-4035;34859;RK200SPC;RK200;Venta;FG-GEN;GENERADORES;1;1;56000;pcs;USD;56000;19:41.0;Sede1
C012469;Cliente;USA;PJ-22-1959;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;1;-1;950;pcs;USD;-950;50:53.0;Sede1
C8726;Cliente;USA;PJ-21-1161;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;53:14.0;Sede1
C9192;Cliente;USA;PJ-21-2404;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;30:44.0;Sede1
C9577;Cliente;USA;PJ-21-2024;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;52:45.0;Sede1
C8936;Cliente;USA;PJ-21-1531;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;1;1;1550;pcs;USD;1550;32:55.0;Sede1
C8936;Cliente;USA;PJ-21-1531;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;1;-1;1550;pcs;USD;-1550;31:30.0;Sede1
C8872;Cliente;USA;PJ-21-1449;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;1;1;200;pcs;USD;200;05:38.0;Sede1
C8921;Cliente;USA;PJ-21-1504;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;11;1;750;pcs;USD;750;02:46.0;Sede1
C8936;Cliente;USA;PJ-21-1531;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;9;1;1550;pcs;USD;1550;41:20.0;Sede1
C010649;Cliente;USA;PJ-21-3434;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;53:54.0;Sede1
C8958;Cliente;USA;PJ-21-1557;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;6;1;811.64;pcs;USD;811.64;56:24.0;Sede1
C8905;Cliente;USA;PJ-21-1479;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;56:15.0;Sede1
C010180;Cliente;NULL;PJ-21-2653;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;44:59.0;Sede1
C010108;Cliente;USA;PJ-21-2481;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;00:19.0;Sede1
C1187;Cliente;USA;PJ-22-2058;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;35:49.0;Sede1
C012469;Cliente;USA;PJ-22-1959;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;18:13.0;Sede1
C012400;Cliente;USA;PJ-22-1829;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;50:34.0;Sede1
C012300;Cliente;USA;PJ-22-1645;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;20:05.0;Sede1
C012288;Cliente;USA;PJ-22-1637;12215;ATS STD 200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;03:07.0;Sede1
